DWP,The Pensions Regulator (TPR),www.thepensionsregulator.gov.uk
DWP,Trustee Toolkit,www.trusteetoolkit.com
FCO,British Council,www.britishcouncil.org
FCO,FCO Services,www.fcoservices.gov.uk
FCO,Foreign & Commonwealth Office (FCO),www.fco.gov.uk
FCO,GCHQ - Careers in British Intelligence,www.careersinbritishintelligence.co.uk
FCO,Go Gap Year website,www.gogapyear.com
FCO,GovCertUK,www.govcertuk.gov.uk
FCO,Government Communications Headquarters (GCHQ),www.gchq.gov.uk
FCO,Government Communications Headquarters (GCHQ) Careers,www.gchq-careers.co.uk
FCO,Great Britain-China Centre,www.gbcc.org.uk
FCO,Marshall Aid Commemoration Commission,www.marshallscholarship.org
FCO,National Technical Authority for Information Assurance (CESG),www.cesg.gov.uk
FCO,UK National Authority for Counter-eavesdropping,www.counter-eavesdropping.gov.uk
FCO,Westminster Foundation for Democracy,www.wfd.org
FCO,Wilton Park,www.wiltonpark.org.uk
FORCOMM,Forestry Commission,www.forestry.gov.uk
FORCOMM,Forestry Commission Research,www.forestresearch.gov.uk
FSA,Food Standards Agency,www.food.gov.uk
GAD,Government Actuary's Department,www.gad.gov.uk
GEO,Equality and Human Rights Commission,www.equalityhumanrights.com
GEO,Women's National Commission (WNC),www.thewnc.org.uk
HMRC,Adjudicators Office,www.adjudicatorsoffice.gov.uk
HMRC,Businesslink,www.businesslink.gov.uk
HMRC,HM Revenue & Customs,www.hmrc.gov.uk
HMRC,UK Trade info,www.uktradeinfo.com 
HMT,Government Finance Profession,thegfp.treasury.gov.uk
HMT,HM Treasury,www.hm-treasury.gov.uk
HMT,The Red Box,www.redbox.gov.uk
HMT,UK Financial Investments Ltd,www.ukfi.gov.uk
HO,Action Fraud,www.actionfraud.org.uk
HO,Border and Immigration Agency,www.bia.homeoffice.gov.uk
HO,Centre for the Protection of National Infrastructure (CPNI),www.cpni.gov.uk
HO,Citizen Focus and Neighbourhood Policing,cfnp.npia.police.uk
HO,Forensic Science Service,www.forensic.gov.uk
HO,Government Equalities Office,www.equalities.gov.uk
HO,HM Inspectorates of Constabulary,www.hmic.gov.uk
HO,Home Office,www.homeoffice.gov.uk
HO,Independent Police Complaints Commission (IPCC),www.ipcc.gov.uk
HO,Independent Safeguarding Authority,isa.homeoffice.gov.uk
HO,Investigatory Powers Tribunal,www.ipt-uk.com
HO,Life in the UK Test,www.lifeintheuktest.gov.uk
HO,National Counter Terrorism Security Office (NaCTSO),www.secureyourfertiliser.gov.uk
HO,National Police Improvement Agency,www.npia.police.uk/en/home.htm
HO,Office of the Immigration Services Commissioner (OISC),www.oisc.gov.uk
HO,Police recruitment,policerecruitment.homeoffice.gov.uk
HO,Serious Organised Crime Agency,www.soca.gov.uk
HO,SIA - Security Industry Authority,www.sia.homeoffice.gov.uk
HO,Think U Know - (Child Safety Online Campaign),www.thinkuknow.co.uk
HO,UK visas,www.ukvisas.gov.uk
HO,"Warning, Advice and Reporting Point (WARP)",www.warp.gov.uk
MOD,Armed Forces Day,www.armedforcesday.org.uk
MOD,Chief Scientific Advisor,www.science.mod.uk
MOD,Defence Analytical Services Agency,www.dasa.mod.uk
MOD,Defence Blog Homepage,www.blogs.mod.uk
MOD,Defence Consultations,defenceconsultations.org.uk
MOD,Defence Image Database,www.defenceimagedatabase.mod.uk/fotoweb
MOD,Defence News Imagery,www.defencenewsimagery.mod.uk
MOD,Defence Science and Technology Laboratory,www.dstl.gov.uk
MOD,Defence Support Group,www.dsg.mod.uk
MOD,Disposal Services Authority,www.edisposals.com
MOD,DNotice,www.dnotice.org.uk
MOD,Easy Tide,easytide.ukho.gov.uk/EasyTide
MOD,Future of Navigation,www.futureofnavigation.com
MOD,HM Nautical Almanac Office  - Websurf,websurf.hmnao.com
MOD,Met Office,www.metoffice.gov.uk
MOD,Ministry of Defence (MOD),www.mod.uk
MOD,MOD Procurement Portal (Defence Contracts Bulletin),www.contracts.mod.uk
MOD,National Employer Advisory Board (SABRE reserves),www.sabre.mod.uk
MOD,UK Defence Standardisation,www.dstan.mod.uk
MOD,UK Hydrographic Office,www.ukho.gov.uk
MOD,Veterans-UK Information Portal,www.veterans-uk.info
MOJ,Academy for Justice Commissioning,virtual.nationalschool.gov.uk/AJC
MOJ,Advisory Panel on Public Sector Information,www.appsi.gov.uk 
MOJ,Criminal Cases Review Commission (CCRC),www.ccrc.gov.uk
MOJ,Edinburgh Gazette,www.edinburgh-gazette.co.uk 
MOJ, Information Commissioner's Office,www.ico.gov.uk
MOJ,Judicial Committee of the Privy Council,www.jcpc.gov.uk
MOJ,Land Registry,www.landregistry.gov.uk
MOJ,Legal Ombudsman,www.legalombudsman.org.uk
MOJ,Legal Services Board,www.legalservicesboard.org.uk
MOJ,Legal Services Commission,www.legalservices.gov.uk
MOJ,Legal Services Commission Training,training.legalservices.gov.uk
MOJ,Legal Services Consumer Panel,www.legalservicesconsumerpanel.org.uk
MOJ,Ministry of Justice,www.justice.gov.uk
MOJ,Money Claim Online,www.moneyclaim.gov.uk
MOJ,National Archives,www.nationalarchives.gov.uk
MOJ,Official Documents,www.official-documents.gov.uk
MOJ,Official Legislation Website,www.legislation.gov.uk 
MOJ,Possession Claims Online,www.possessionclaim.gov.uk/pcol
MOJ,Prisons & Probation Ombudsman,www.ppo.gov.uk 
MOJ,The Civil Justice Council ADR Answerbank,www.adr.civiljusticecouncil.gov.uk
NI,Northern Ireland Office,www.nio.gov.uk
NSG,National School of Government,www.nationalschool.gov.uk
NSI,National Savings and Investments,www.nsandi.com
OAGS,Office of the Advocate General for Scotland,www.oag.gov.uk
OFGEM,Office of Gas and Electricity Markets,www.ofgem.gov.uk
OFQUAL,Examinations Appeals Board,www.theeab.org.uk
OFQUAL,Office of Qualifications and Examinations Regulation,www.ofqual.gov.uk
OFSTED,"Office for Standards in Education, Children's Services and Skills",www.ofsted.gov.uk
OFT,Consumer Credit Register licensing database,www2.crw.gov.uk/pr
OFT,Office of Fair Trading,www.oft.gov.uk
OFWAT,Water Services Regulation Authority,www.ofwat.gov.uk
OLHC,Office of Leader of the House of Commons,www.commonsleader.gov.uk
ORR,Office of Rail Regulation,www.rail-reg.gov.uk
Other,Administrative Justice and Tribunals Council,www.ajtc.gov.uk
Other,British Secret Intelligence Service (SIS),www.sis.gov.uk
Other,Financial Services Authority,www.fsa.gov.uk
Other,MI5 (The Security Service),www.mi5.gov.uk
Other,MI6 Officers,www.mi6officers.co.uk
